"","quality","qualityclass","type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","binary_class"
"5098",6,"Normal","white",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,0
"5099",6,"Normal","white",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,0
"5100",6,"Normal","white",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,0
"5101",7,"Normal","white",8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,0
"5102",5,"Normal","white",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,0
"5103",5,"Normal","white",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0
"5104",6,"Normal","white",6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,0
"5105",6,"Normal","white",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,0
"5106",7,"Normal","white",5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,0
"5107",7,"Normal","white",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,0
"5108",7,"Normal","white",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,0
"5109",7,"Normal","white",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,0
"5110",7,"Normal","white",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,0
"5111",7,"Normal","white",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,0
"5112",6,"Normal","white",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,0
"5113",6,"Normal","white",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,0
"5114",7,"Normal","white",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,0
"5115",6,"Normal","white",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,0
"5116",7,"Normal","white",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,0
"5117",7,"Normal","white",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,0
"5118",6,"Normal","white",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,0
"5119",5,"Normal","white",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,0
"5120",7,"Normal","white",6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,0
"5121",6,"Normal","white",6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,0
"5122",6,"Normal","white",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,0
"5123",5,"Normal","white",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,0
"5124",7,"Normal","white",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,0
"5125",5,"Normal","white",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0
"5126",5,"Normal","white",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0
"5127",5,"Normal","white",8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,0
"5128",6,"Normal","white",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,0
"5129",5,"Normal","white",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,0
"5130",5,"Normal","white",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,0
"5131",5,"Normal","white",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,0
"5132",6,"Normal","white",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,0
"5133",6,"Normal","white",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,0
"5134",6,"Normal","white",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,0
"5135",5,"Normal","white",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,0
"5136",6,"Normal","white",5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,0
"5137",5,"Normal","white",6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,0
"5138",6,"Normal","white",8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,0
"5139",6,"Normal","white",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,0
"5140",5,"Normal","white",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,0
"5141",5,"Normal","white",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0
"5142",6,"Normal","white",7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,0
"5143",6,"Normal","white",6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,0
"5144",6,"Normal","white",6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,0
"5145",6,"Normal","white",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,0
"5146",6,"Normal","white",6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,0
"5147",7,"Normal","white",6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,0
"5148",5,"Normal","white",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,0
"5149",5,"Normal","white",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,0
"5150",5,"Normal","white",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0
"5151",5,"Normal","white",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0
"5152",6,"Normal","white",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,0
"5153",7,"Normal","white",8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,0
"5154",5,"Normal","white",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0
"5155",6,"Normal","white",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,0
"5156",5,"Normal","white",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,0
"5157",5,"Normal","white",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,0
"5158",6,"Normal","white",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,0
"5159",6,"Normal","white",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,0
"5160",6,"Normal","white",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,0
"5161",5,"Normal","white",7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,0
"5162",7,"Normal","white",7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,0
"5163",7,"Normal","white",6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,0
"5164",5,"Normal","white",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,0
"5165",6,"Normal","white",5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,0
"5166",6,"Normal","white",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,0
"5167",6,"Normal","white",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,0
"5168",7,"Normal","white",6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,0
"5169",6,"Normal","white",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,0
"5170",6,"Normal","white",6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,0
"5171",6,"Normal","white",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,0
"5172",7,"Normal","white",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,0
"5173",7,"Normal","white",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,0
"5174",6,"Normal","white",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,0
"5175",7,"Normal","white",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,0
"5176",6,"Normal","white",6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,0
"5177",5,"Normal","white",6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,0
"5178",7,"Normal","white",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,0
"5179",7,"Normal","white",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,0
"5180",6,"Normal","white",5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,0
"5181",7,"Normal","white",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,0
"5182",6,"Normal","white",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,0
"5183",6,"Normal","white",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,0
"5184",6,"Normal","white",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,0
"5185",6,"Normal","white",6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,0
"5186",6,"Normal","white",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,0
"5187",6,"Normal","white",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,0
"5188",5,"Normal","white",6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,0
"5189",7,"Normal","white",6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,0
"5190",7,"Normal","white",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0
"5191",7,"Normal","white",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0
"5192",5,"Normal","white",8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,0
"5193",7,"Normal","white",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0
"5194",7,"Normal","white",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,0
"5195",6,"Normal","white",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,0
"5196",6,"Normal","white",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,0
"5197",6,"Normal","white",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,0
"5198",5,"Normal","white",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,0
"5199",6,"Normal","white",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,0
"5200",6,"Normal","white",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,0
"5201",7,"Normal","white",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,0
"5202",6,"Normal","white",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,0
"5203",6,"Normal","white",5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,0
"5204",5,"Normal","white",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,0
"5205",6,"Normal","white",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,0
"5206",6,"Normal","white",6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,0
"5207",6,"Normal","white",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,0
"5208",7,"Normal","white",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,0
"5209",6,"Normal","white",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,0
"5210",6,"Normal","white",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,0
"5211",6,"Normal","white",6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,0
"5212",5,"Normal","white",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,0
"5213",5,"Normal","white",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0
"5214",6,"Normal","white",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,0
"5215",6,"Normal","white",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,0
"5216",5,"Normal","white",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,0
"5217",5,"Normal","white",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,0
"5218",5,"Normal","white",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0
"5219",6,"Normal","white",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,0
"5220",6,"Normal","white",6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,0
"5221",6,"Normal","white",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,0
"5222",6,"Normal","white",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,0
"5223",5,"Normal","white",6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,0
"5224",6,"Normal","white",5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,0
"5225",6,"Normal","white",6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,0
"5226",5,"Normal","white",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,0
"5227",5,"Normal","white",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0
"5228",5,"Normal","white",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0
"5229",6,"Normal","white",7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,0
"5230",5,"Normal","white",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0
"5231",6,"Normal","white",6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,0
"5232",5,"Normal","white",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,0
"5233",5,"Normal","white",7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,0
"5234",5,"Normal","white",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0
"5235",5,"Normal","white",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,0
"5236",5,"Normal","white",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0
"5237",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5238",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5239",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5240",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5241",7,"Normal","white",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0
"5242",6,"Normal","white",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0
"5243",6,"Normal","white",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0
"5244",6,"Normal","white",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,0
"5245",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5246",6,"Normal","white",6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,0
"5247",5,"Normal","white",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0
"5248",7,"Normal","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,0
"5249",7,"Normal","white",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0
"5250",6,"Normal","white",6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,0
"5251",5,"Normal","white",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,0
"5252",6,"Normal","white",6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,0
"5253",6,"Normal","white",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0
"5254",6,"Normal","white",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,0
"5255",5,"Normal","white",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0
"5256",5,"Normal","white",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0
"5257",6,"Normal","white",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,0
"5258",5,"Normal","white",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,0
"5259",5,"Normal","white",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,0
"5260",6,"Normal","white",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,0
"5261",5,"Normal","white",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,0
"5262",6,"Normal","white",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,0
"5263",6,"Normal","white",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,0
"5264",5,"Normal","white",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,0
"5265",6,"Normal","white",7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,0
"5266",7,"Normal","white",7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,0
"5267",5,"Normal","white",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,0
"5268",6,"Normal","white",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,0
"5269",5,"Normal","white",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,0
"5270",6,"Normal","white",5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,0
"5271",6,"Normal","white",5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,0
"5272",6,"Normal","white",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,0
"5273",6,"Normal","white",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,0
"5274",6,"Normal","white",5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,0
"5275",6,"Normal","white",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,0
"5276",5,"Normal","white",6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,0
"5277",6,"Normal","white",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,0
"5278",6,"Normal","white",7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,0
"5279",6,"Normal","white",6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,0
"5280",6,"Normal","white",7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,0
"5281",6,"Normal","white",6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,0
"5282",6,"Normal","white",6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,0
"5283",6,"Normal","white",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,0
"5284",6,"Normal","white",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,0
"5285",6,"Normal","white",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,0
"5286",7,"Normal","white",6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,0
"5287",6,"Normal","white",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,0
"5288",5,"Normal","white",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,0
"5289",6,"Normal","white",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,0
"5290",5,"Normal","white",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,0
"5291",6,"Normal","white",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,0
"5292",6,"Normal","white",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,0
"5293",5,"Normal","white",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,0
"5294",5,"Normal","white",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,0
"5295",7,"Normal","white",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,0
"5296",7,"Normal","white",6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,0
"5297",7,"Normal","white",6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,0
"5298",5,"Normal","white",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,0
"5299",6,"Normal","white",6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,0
"5300",6,"Normal","white",6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,0
"5301",6,"Normal","white",5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,0
"5302",5,"Normal","white",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,0
"5303",6,"Normal","white",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,0
"5304",6,"Normal","white",6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,0
"5305",6,"Normal","white",6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,0
"5306",6,"Normal","white",7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,0
"5307",6,"Normal","white",7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,0
"5308",6,"Normal","white",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,0
"5309",6,"Normal","white",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,0
"5310",7,"Normal","white",6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,0
"5311",5,"Normal","white",7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,0
"5312",6,"Normal","white",6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,0
"5313",6,"Normal","white",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,0
"5314",6,"Normal","white",6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,0
"5315",7,"Normal","white",6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,0
"5316",5,"Normal","white",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,0
"5317",5,"Normal","white",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,0
"5318",5,"Normal","white",6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,0
"5319",5,"Normal","white",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,0
"5320",7,"Normal","white",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,0
"5321",6,"Normal","white",6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,0
"5322",5,"Normal","white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
"5323",5,"Normal","white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
"5324",6,"Normal","white",5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,0
"5325",6,"Normal","white",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,0
"5326",5,"Normal","white",5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,0
"5327",6,"Normal","white",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,0
"5328",5,"Normal","white",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0
"5329",6,"Normal","white",6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,0
"5330",7,"Normal","white",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,0
"5331",6,"Normal","white",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,0
"5332",6,"Normal","white",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,0
"5333",6,"Normal","white",5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,0
"5334",6,"Normal","white",6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,0
"5335",6,"Normal","white",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,0
"5336",6,"Normal","white",6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,0
"5337",7,"Normal","white",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,0
"5338",7,"Normal","white",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,0
"5339",6,"Normal","white",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,0
"5340",7,"Normal","white",5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,0
"5341",5,"Normal","white",7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,0
"5342",6,"Normal","white",7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,0
"5343",6,"Normal","white",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,0
"5344",5,"Normal","white",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0
"5345",5,"Normal","white",6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,0
"5346",5,"Normal","white",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0
"5347",5,"Normal","white",6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,0
"5348",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
